date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:47:51	125361/125361	---M--	200	added ('OK')	image/png	etag:W/dot:463695b1-72e8-42e5-afea-8ec2463391da:1692286501000:125361	https://bradley.edu/dotAsset/57a12710-18a4-4827-85b2-cc5669ee2ce2.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Nawaz_Ali_G_G_Md.png	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:51	54266/54266	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:51%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=f15a8e33-b5d2-4de7-ae7e-872a11e19918	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profiled822.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:51	37940/37940	---M--	200	added ('OK')	image/jpeg	etag:W/dot:8682789f-94d3-4e96-842f-101000d15ee3:1671660786000:37940	https://bradley.edu/dotAsset/bee7ae751ef069301c03225f250dda30.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Baniya_Babu.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:52	54267/54267	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:51%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=012ec574-f06f-497f-9211-dc84f6ec3d9f	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile3601.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:52	31183/31183	---M--	200	added ('OK')	image/jpeg	etag:W/dot:831927c4-d945-4207-ac57-f8e1159c22d6:1535051944000:31183	https://bradley.edu/dotAsset/bf629ecd-2942-464d-b6fc-6355f14c87c8.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Brennan_Dave.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:52	57642/57642	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:52%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=42a5c5cb-8840-4809-a10d-d145d622bdeb	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile19c8.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:52	32753/32753	---M--	200	added ('OK')	image/jpeg	etag:W/dot:213b55a4-722a-4761-a7aa-35bef94d01f2:1692286464000:32753	https://bradley.edu/dotAsset/af25d7b4-b146-42b0-8dc5-82a2edbf4c84.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Byerly_Adam.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:53	54259/54259	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:52%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=5412507f-599b-4198-8bc2-de9155e9443c	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile604a.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:53	33078/33078	---M--	200	added ('OK')	image/jpeg	etag:W/dot:bbca5dd5-4a53-4f1a-88f2-03f0c4744c41:1699550617000:33078	https://bradley.edu/dotAsset/c898ba731bd8eb2af6020812ba9f93b5.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Du_Tony.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:53	54289/54289	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:53%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=47eb7a75-f885-4ae8-9882-20df96644100	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile299c.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:53	38416/38416	---M--	200	added ('OK')	image/jpeg	etag:W/dot:a8efa465-4d3c-4260-89a8-9de5fdc6e63e:1671661895000:38416	https://bradley.edu/dotAsset/f10e7744f3271dac88f5cefde2c010bb.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Grichnik_Tony.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:53	54283/54283	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:53%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=b5711ecb-b9bf-488d-8eea-b352d8e6874c	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profilec5f1.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:54	31410/31410	---M--	200	added ('OK')	image/jpeg	etag:W/dot:19b04393-0fce-4856-a04f-fe8aff0c2b3f:1675281904000:31410	https://bradley.edu/dotAsset/2b7decb2-c4e9-4231-bda6-cdec5ac83d47.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Hawkins_Sam.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:54	57158/57158	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:54%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=1c8fb57eaf1ac1f0a7a00f7da463afd5	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profiled695.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:54	30995/30995	---M--	200	added ('OK')	image/jpeg	etag:W/dot:1fe5f9a3-263c-4a72-9f9d-4566bf252a25:1693358129000:30995	https://bradley.edu/dotAsset/545d770657fbcca936849d232ba14ba4.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Mahmud_Saifuddin.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:55	56323/56323	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:54%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=3f75acacc5b21ab538b2b3dc44f63090	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profilecc42.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:55	38018/38018	---M--	200	added ('OK')	image/jpeg	etag:W/dot:1380b11f-bf32-45c2-b4e2-b750188f2f9d:1692643084000:38018	https://bradley.edu/dotAsset/a7ebbf0e7fb85c721d146cacdac2bc8e.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Mandava_Lavanya.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:55	58302/58302	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:55%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=137043	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profilefd3d.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:55	26749/26749	---M--	200	added ('OK')	image/jpeg	etag:W/dot:460b5389-b31a-4bc8-9134-04014397d45b:1522938516000:26749	https://bradley.edu/dotAsset/9bec2aec-2a72-4f33-8d09-6693e5e89b7b.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/nikolopoulos_chris.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:56	57286/57286	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:56%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=0009eb00-d910-437b-a1b9-38acf949e37e	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile18e9.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:56	35952/35952	---M--	200	added ('OK')	image/jpeg	etag:W/dot:f2a179fe-18cd-40a1-93ba-cd24ac20f00d:1683126568000:35952	https://bradley.edu/dotAsset/21ba70af-d9d4-48dd-b172-1a3f32dca6ca.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Khairunnesa_Samantha.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:56	57003/57003	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:56%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=c9d91656-1dfc-4e7e-b59e-aac4ab2ca986	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profilef1ea.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:56	23355/23355	---M--	200	added ('OK')	image/jpeg	etag:W/dot:d405cbf1-3448-407d-bdaa-1fbdf342528b:1714773738000:23355	https://bradley.edu/dotAsset/ba216696-12b9-4edb-8525-50056329127e.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Williams_Scott.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:57	60031/60031	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:56%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=912a95f79ce739e57d3f4c47bf63665f	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile9449.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:57	40811/40811	---M--	200	added ('OK')	image/jpeg	etag:W/dot:86a248d4-378e-4e02-bbba-0af7199aee87:1691092245000:40811	https://bradley.edu/dotAsset/b05740e234237fc6d48ac6dac177e6ea.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Yang_Qin.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:57	54293/54293	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:57%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=2a68bb95-a482-43a1-96a0-49edd5fb7a68	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile4456.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:57	39663/39663	---M--	200	added ('OK')	image/jpeg	etag:W/dot:70467fd6-958b-45eb-af36-9241f039f01b:1699888388000:39663	https://bradley.edu/dotAsset/f75c4e8a09ecda8d564ddbf79b1b4b4b.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Langston_Jennifer.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:58	54263/54263	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:57%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=3fceb2bd-e241-4e49-99ce-db3ae2fa11d8	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profilee1b6.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:58	56297/56297	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:58%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=5d266dbe-766a-4104-932a-31a93feb5103	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profileed0e.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:58	32790/32790	---M--	200	added ('OK')	image/jpeg	etag:W/dot:502c33fc-f525-40fc-8f2f-a8ed071de763:1692286690000:32790	https://bradley.edu/dotAsset/622e71c6e24637f9be8e1cd483a5f1fd.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/AlHashemi_Rafeeq.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:59	54283/54283	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:58%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=d3e31ef1-4538-4ddd-b24c-cb72fedd252b	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile1b79.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:59	28927/28927	---M--	200	added ('OK')	image/jpeg	etag:W/dot:17ba0928-5452-4095-8c5b-69237d6de417:1692286803000:28927	https://bradley.edu/dotAsset/5d516c94-9ffa-46b8-8599-645d81ee01cd.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Applegren_Tim.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:59	54260/54260	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:59%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=43fc2ab9-f16b-402d-8bdd-570b969d7030	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profilecb31.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:47:59	26748/26748	---M--	200	added ('OK')	image/jpeg	etag:W/dot:6c589614-27bb-498f-9164-20483c98cd7f:1692286842000:26748	https://bradley.edu/dotAsset/1d59aa388ef2736f5c20987f312ffb7e.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Duan_Jiwen.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:00	55092/55092	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:47:59%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=137138	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profilee020.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:00	31366/31366	---M--	200	added ('OK')	image/jpeg	etag:W/dot:ca8ca666-1bca-4b3d-861e-494800f44473:1692286856000:31366	https://bradley.edu/dotAsset/6da2e9eb97cd9409dabe69751ae7a889.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Feehan_James.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:00	54097/54097	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:48:00%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=589da0f0-e7f8-4adf-b50f-c4a0a375333b	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile9c43.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:00	53945/53945	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:48:00%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=5c142414-a498-478e-b319-020887b9642d	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile2f1b.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:01	54316/54316	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:48:00%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=30cfb149-73d8-4999-bd37-0b249d7fa333	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile4eeb.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:01	31303/31303	---M--	200	added ('OK')	image/jpeg	etag:W/dot:1369c44c-3514-443d-8428-dd6077b072e2:1675956898000:31303	https://bradley.edu/dotAsset/5c461b7cc4dbc80e5af30491b7d5f8df.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/KrishnakumarDeepali.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:01	54297/54297	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2020:48:01%20GMT	https://bradley.edu/academic/departments/csis/faculty/profile.dot?id=b99b8163-d8b9-4a23-bbcc-8f4042ea2ebc	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/academic/departments/csis/faculty/profile3696.html	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:01	29864/29864	---M--	200	added ('OK')	image/jpeg	etag:W/dot:a2f41bab-1add-4eb9-b193-c453a4145b38:1692286927000:29864	https://bradley.edu/dotAsset/2c5b2bb492fae64f79a5d1167c5ce98a.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Nammalwar_Muthumari.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
14:48:04	14119959/14119959	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2015:28:43%20+0000	https://bradley.edu/dotAsset/3f3269f0f7399d7401524cc87716457f.jpg	C:/My%20Web%20Sites/Bradley%20Copy/bradley.edu/dotAsset/Bauer_Katia_20230125.jpg	(from https://bradley.edu/academic/departments/csis/faculty/)
